Node	X	Y	Z	Label	Abbr
35	16.432	-95.481	10.654	Cuneus_R	CUN_R
36	15.746	-78.063	39.768	Cuneus_R	CUN_R
37	-46.298	12.000	7.426	Frontal_Inf_Oper_L	IFGoperc_L
38	-51.271	12.127	24.997	Frontal_Inf_Oper_L	IFGoperc_L
39	-47.705	7.788	14.876	Frontal_Inf_Oper_L	IFGoperc_L
40	-47.655	13.412	16.723	Frontal_Inf_Oper_L	IFGoperc_L
41	51.437	14.646	4.365	Frontal_Inf_Oper_R	IFGoperc_R
42	45.068	11.419	32.504	Frontal_Inf_Oper_R	IFGoperc_R
43	52.421	13.488	17.306	Frontal_Inf_Oper_R	IFGoperc_R
44	51.693	11.284	25.200	Frontal_Inf_Oper_R	IFGoperc_R
45	44.184	16.879	31.431	Frontal_Inf_Oper_R	IFGoperc_R
46	55.408	14.000	11.563	Frontal_Inf_Oper_R	IFGoperc_R
47	-37.784	39.509	-10.095	Frontal_Inf_Orb_L	ORBinf_L
48	-42.861	28.036	-12.861	Frontal_Inf_Orb_L	ORBinf_L
49	-35.256	37.628	-12.975	Frontal_Inf_Orb_L	ORBinf_L
50	-46.670	22.959	-7.303	Frontal_Inf_Orb_L	ORBinf_L
51	-45.695	36.964	-6.386	Frontal_Inf_Orb_L	ORBinf_L
52	-22.991	19.525	-21.988	Frontal_Inf_Orb_L	ORBinf_L
53	-31.714	28.733	-16.469	Frontal_Inf_Orb_L	ORBinf_L
54	-23.509	-1.945	-18.455	Amygdala_L	AMYG_L
55	45.690	33.974	-14.052	Frontal_Inf_Orb_R	ORBinf_R
56	31.084	31.771	-17.458	Frontal_Inf_Orb_R	ORBinf_R
57	38.410	25.333	-16.726	Frontal_Inf_Orb_R	ORBinf_R
58	25.747	20.734	-19.342	Frontal_Inf_Orb_R	ORBinf_R
59	52.088	38.000	-6.749	Frontal_Inf_Orb_R	ORBinf_R
60	51.266	25.339	-8.194	Frontal_Inf_Orb_R	ORBinf_R
61	42.025	41.309	-10.593	Frontal_Inf_Orb_R	ORBinf_R
62	-44.743	32.379	18.840	Frontal_Inf_Tri_L	IFGtriang_L
63	-49.667	21.725	17.950	Frontal_Inf_Tri_L	IFGtriang_L
64	-48.496	29.274	7.319	Frontal_Inf_Tri_L	IFGtriang_L
65	-46.278	25.388	1.788	Frontal_Inf_Tri_L	IFGtriang_L
66	-40.703	40.037	10.066	Frontal_Inf_Tri_L	IFGtriang_L
67	-45.476	34.124	7.581	Frontal_Inf_Tri_L	IFGtriang_L
68	-46.777	19.872	7.162	Frontal_Inf_Tri_L	IFGtriang_L
69	-45.769	27.015	24.831	Frontal_Inf_Tri_L	IFGtriang_L
70	-48.377	17.775	26.761	Frontal_Inf_Tri_L	IFGtriang_L
71	-43.366	39.419	1.034	Frontal_Inf_Tri_L	IFGtriang_L
72	53.268	31.268	1.813	Frontal_Inf_Tri_R	IFGtriang_R
73	47.559	31.386	22.465	Frontal_Mid_R	MFG_R
74	53.034	28.663	9.756	Frontal_Inf_Tri_R	IFGtriang_R
75	48.743	36.403	10.949	Frontal_Inf_Tri_R	IFGtriang_R
76	50.446	18.946	21.346	Frontal_Inf_Tri_R	IFGtriang_R
77	47.450	39.394	1.004	Frontal_Inf_Tri_R	IFGtriang_R
78	54.245	22.682	3.655	Frontal_Inf_Tri_R	IFGtriang_R
79	50.400	25.982	15.467	Frontal_Inf_Tri_R	IFGtriang_R
80	46.694	24.645	26.540	Frontal_Inf_Tri_R	IFGtriang_R
81	-5.711	39.339	-10.455	Frontal_Med_Orb_L	ORBsupmid_L
82	-6.517	63.600	-5.850	Frontal_Med_Orb_L	ORBsupmid_L
83	-4.068	54.751	-10.270	Frontal_Med_Orb_L	ORBsupmid_L
84	7.965	37.544	-9.558	Frontal_Med_Orb_R	ORBsupmid_R
85	9.105	62.860	-7.685	Frontal_Med_Orb_R	ORBsupmid_R
86	6.428	50.772	-8.309	Frontal_Med_Orb_R	ORBsupmid_R
87	-36.050	51.198	14.306	Frontal_Mid_L	MFG_L
88	-33.283	40.088	26.916	Frontal_Mid_L	MFG_L
89	-39.789	15.940	42.936	Frontal_Mid_L	MFG_L
90	-33.242	26.671	43.964	Frontal_Mid_L	MFG_L
91	-30.369	49.811	20.057	Frontal_Mid_L	MFG_L
92	-25.422	15.799	54.851	Frontal_Mid_L	MFG_L
93	-35.574	7.454	51.317	Frontal_Mid_L	MFG_L
94	-44.779	17.303	37.146	Frontal_Mid_L	MFG_L
95	-36.454	34.052	34.439	Frontal_Mid_L	MFG_L
96	-39.547	24.248	40.325	Frontal_Mid_L	MFG_L
97	-42.031	33.990	26.267	Frontal_Inf_Tri_L	IFGtriang_L
98	-39.731	49.799	4.291	Frontal_Mid_L	MFG_L
99	-25.664	28.732	47.953	Frontal_Mid_L	MFG_L
100	-28.158	3.527	57.082	Frontal_Mid_L	MFG_L
101	-24.024	47.429	28.627	Frontal_Mid_L	MFG_L
102	-29.179	39.863	34.709	Frontal_Mid_L	MFG_L
103	-30.291	55.818	8.155	Frontal_Mid_L	MFG_L
104	-39.764	42.681	19.502	Frontal_Mid_L	MFG_L
105	-31.789	17.260	51.140	Frontal_Mid_L	MFG_L
106	-25.127	54.131	-11.493	Frontal_Mid_Orb_L	ORBmid_L
107	-40.791	50.243	-5.304	Frontal_Mid_Orb_L	ORBmid_L
108	-24.421	38.675	-16.675	Frontal_Mid_Orb_L	ORBmid_L
109	-33.443	54.070	-10.458	Frontal_Mid_Orb_L	ORBmid_L
110	24.467	57.075	-13.550	Frontal_Mid_Orb_R	ORBmid_R
111	40.455	50.091	-11.780	Frontal_Mid_Orb_R	ORBmid_R
112	27.645	43.555	-16.891	Frontal_Mid_Orb_R	ORBmid_R
113	38.659	55.203	-6.041	Frontal_Mid_Orb_R	ORBmid_R
114	37.660	20.769	46.456	Frontal_Mid_R	MFG_R
115	28.193	53.991	20.947	Frontal_Mid_R	MFG_R
116	37.346	36.400	35.477	Frontal_Mid_R	MFG_R
117	29.935	28.032	43.948	Frontal_Mid_R	MFG_R
118	43.714	7.755	47.037	Precentral_R	PreCG_R
119	44.735	45.255	11.608	Frontal_Mid_R	MFG_R
120	37.922	51.897	13.491	Frontal_Mid_R	MFG_R
121	41.559	40.256	25.066	Frontal_Mid_R	MFG_R
122	34.257	55.696	3.203	Frontal_Mid_R	MFG_R
123	27.484	46.294	29.627	Frontal_Mid_R	MFG_R
124	43.905	37.494	19.502	Frontal_Mid_R	MFG_R
125	31.372	14.532	54.410	Frontal_Mid_R	MFG_R
126	38.969	0.458	51.048	Frontal_Mid_R	MFG_R
127	44.636	48.184	4.075	Frontal_Mid_R	MFG_R
128	35.626	47.969	24.962	Frontal_Mid_R	MFG_R
129	38.041	8.664	52.705	Frontal_Mid_R	MFG_R
130	38.868	-1.487	58.263	Frontal_Mid_R	MFG_R
131	44.693	29.193	33.779	Frontal_Mid_R	MFG_R
132	29.419	37.520	37.140	Frontal_Mid_R	MFG_R
133	44.006	20.434	40.686	Frontal_Mid_R	MFG_R
134	-17.695	33.988	47.882	Frontal_Sup_L	SFG_L
135	-24.693	-6.276	64.433	Frontal_Sup_L	SFG_L
136	-20.750	55.438	24.547	Frontal_Sup_L	SFG_L
137	-23.109	60.277	2.956	Frontal_Sup_L	SFG_L
138	-22.329	40.054	37.503	Frontal_Sup_L	SFG_L
139	-16.800	-8.000	74.853	Frontal_Sup_L	SFG_L
140	-21.586	2.891	62.716	Frontal_Sup_L	SFG_L
141	-14.533	25.151	52.856	Frontal_Sup_L	SFG_L
142	-14.284	51.052	31.858	Frontal_Sup_L	SFG_L
143	-15.429	5.462	63.143	Frontal_Sup_L	SFG_L
144	-14.633	42.662	41.532	Frontal_Sup_L	SFG_L
145	-18.873	17.574	57.718	Frontal_Sup_L	SFG_L
146	-19.833	61.933	10.583	Frontal_Sup_L	SFG_L
147	-16.784	60.905	18.534	Frontal_Sup_L	SFG_L
148	27.056	-0.573	-18.806	Amygdala_R	AMYG_R
149	-4.168	52.752	38.272	Frontal_Sup_Medial_L	SFGmed_L
150	-5.698	61.054	18.644	Frontal_Sup_Medial_L	SFGmed_L
151	-6.384	33.163	55.054	Frontal_Sup_Medial_L	SFGmed_L
152	-2.548	28.521	53.000	Frontal_Sup_Medial_L	SFGmed_L
153	-5.009	50.467	19.672	Frontal_Sup_Medial_L	SFGmed_L
154	-5.677	26.661	40.315	Frontal_Sup_Medial_L	SFGmed_L
155	-8.621	64.951	5.314	Frontal_Sup_Medial_L	SFGmed_L
156	-5.515	44.238	48.017	Frontal_Sup_Medial_L	SFGmed_L
157	-6.872	60.872	27.450	Frontal_Sup_Medial_L	SFGmed_L
158	-5.097	57.391	7.405	Frontal_Sup_Medial_L	SFGmed_L
159	-1.899	46.708	31.105	Frontal_Sup_Medial_L	SFGmed_L
160	-3.725	36.616	36.118	Frontal_Sup_Medial_L	SFGmed_L
161	9.935	66.147	6.516	Frontal_Sup_Medial_R	SFGmed_R
162	9.398	52.981	3.152	Frontal_Sup_Medial_R	SFGmed_R
163	7.176	48.141	38.627	Frontal_Sup_Medial_R	SFGmed_R
164	10.440	53.835	36.495	Frontal_Sup_Medial_R	SFGmed_R
165	7.118	57.449	15.743	Frontal_Sup_Medial_R	SFGmed_R
166	10.426	64.330	20.809	Frontal_Sup_Medial_R	SFGmed_R
167	7.426	27.944	48.519	Frontal_Sup_Medial_R	SFGmed_R
168	10.009	34.054	56.633	Frontal_Sup_Medial_R	SFGmed_R
169	7.347	38.525	40.669	Frontal_Sup_Medial_R	SFGmed_R
170	-13.744	55.310	-14.601	Frontal_Sup_Orb_L	ORBsup_L
171	-14.754	25.964	-21.110	Frontal_Sup_Orb_L	ORBsup_L
172	-17.581	45.496	-15.872	Frontal_Sup_Orb_L	ORBsup_L
173	-21.029	61.429	-6.384	Frontal_Sup_Orb_L	ORBsup_L
174	23.099	62.024	-5.004	Frontal_Sup_Orb_R	ORBsup_R
175	17.668	25.961	-21.328	Frontal_Sup_Orb_R	ORBsup_R
176	14.864	57.263	-15.576	Frontal_Sup_Orb_R	ORBsup_R
177	16.851	42.361	-20.008	Frontal_Sup_Orb_R	ORBsup_R
178	22.667	62.300	2.769	Frontal_Sup_R	SFG_R
179	20.520	63.167	12.010	Frontal_Sup_R	SFG_R
180	23.756	25.349	51.017	Frontal_Sup_R	SFG_R
181	28.607	56.906	12.393	Frontal_Sup_R	SFG_R
182	17.183	30.160	51.473	Frontal_Sup_R	SFG_R
183	17.660	59.447	19.585	Frontal_Sup_R	SFG_R
184	20.455	15.940	56.222	Frontal_Sup_R	SFG_R
185	18.983	-8.742	70.103	Frontal_Sup_R	SFG_R
186	26.260	4.491	60.361	Frontal_Sup_R	SFG_R
187	18.000	50.379	32.484	Frontal_Sup_R	SFG_R
188	22.988	37.952	37.438	Frontal_Sup_R	SFG_R
189	16.757	41.787	38.911	Frontal_Sup_R	SFG_R
190	20.000	53.208	25.401	Frontal_Mid_R	MFG_R
191	19.705	38.143	45.401	Frontal_Sup_R	SFG_R
192	18.748	3.874	63.067	Frontal_Sup_R	SFG_R
193	29.248	-6.125	65.041	Frontal_Sup_R	SFG_R
194	-26.733	-76.741	-12.578	Fusiform_L	FFG_L
195	-29.295	-56.725	-14.483	Fusiform_L	FFG_L
196	-25.818	-41.712	-14.697	Fusiform_L	FFG_L
197	-39.551	-51.906	-17.877	Fusiform_L	FFG_L
198	-27.850	-9.573	-37.075	Fusiform_L	FFG_L
199	-29.634	-27.711	-25.779	Fusiform_L	FFG_L
200	-27.982	-0.887	-38.697	Fusiform_L	FFG_L
201	-36.586	-31.490	-22.882	Fusiform_L	FFG_L
202	-37.446	-67.768	-14.382	Fusiform_L	FFG_L
203	29.364	-63.602	-10.161	Fusiform_R	FFG_R
204	32.252	-44.878	-12.065	Fusiform_R	FFG_R
205	32.655	-9.659	-38.287	Fusiform_R	FFG_R
206	27.798	-52.742	-16.232	Fusiform_R	FFG_R
207	35.515	-32.606	-23.892	Fusiform_R	FFG_R
208	28.056	-77.548	-10.379	Fusiform_R	FFG_R
209	39.425	-21.265	-26.416	Fusiform_R	FFG_R
210	31.871	0.521	-39.464	Fusiform_R	FFG_R
211	40.620	-62.019	-17.602	Fusiform_R	FFG_R
212	40.648	-42.615	-20.672	Fusiform_R	FFG_R
213	-42.347	-20.036	8.676	Heschl_L	HES_L
214	45.880	-18.145	9.044	Heschl_R	HES_R
215	-19.350	-33.563	-0.583	Hippocampus_L	HIP_L
216	-29.761	-31.688	-6.771	Hippocampus_L	HIP_L
217	-20.667	-11.021	-18.996	Hippocampus_L	HIP_L
218	-30.347	-14.981	-16.596	Hippocampus_L	HIP_L
219	-38.095	-63.944	42.865	Angular_L	ANG_L
220	-47.548	-61.810	25.367	Angular_L	ANG_L
221	-42.803	-62.910	38.803	Angular_L	ANG_L
222	-49.516	-55.893	31.279	Angular_L	ANG_L
223	-44.755	-66.321	31.632	Angular_L	ANG_L
224	22.268	-31.722	-1.502	Hippocampus_R	HIP_R
225	33.299	-13.082	-16.254	Hippocampus_R	HIP_R
226	26.611	-11.992	-18.968	Hippocampus_R	HIP_R
227	32.710	-30.876	-6.922	Hippocampus_R	HIP_R
228	-40.362	-5.218	1.026	Insula_L	INS_L
229	-35.348	-18.804	10.250	Insula_L	INS_L
230	-31.524	23.311	1.385	Insula_L	INS_L
231	-31.949	14.886	9.319	Insula_L	INS_L
